ID,gene_symbol,Gene title,string_protein_id,uniprot_id,source
217439_at,LOC101928278,uncharacterized LOC101928278,,,
217441_at,USP33,ubiquitin specific peptidase 33,9606.ENSP00000359829,,
217442_at,CADM3-AS1,CADM3 antisense RNA 1,,,
217443_at,LOC101927792,uncharacterized LOC101927792,,,
217445_s_at,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",9606.ENSP00000371253,,
217447_at,MAG,myelin associated glycoprotein,9606.ENSP00000375809,,
217447_at,MAG,myelin associated glycoprotein,9606.ENSP00000376048,,
217448_s_at,TOX4,TOX high mobility group box family member 4,9606.ENSP00000477868,,
217450_at,AGFG2,ArfGAP with FG repeats 2,9606.ENSP00000300176,,
217452_s_at,B3GALT2,"beta-1,3-galactosyltransferase 2",9606.ENSP00000356404,,
217453_at,LOC729815,uncharacterized LOC729815,,,
217455_s_at,SSTR2,somatostatin receptor 2,9606.ENSP00000350198,,
217456_x_at,HLA-E,"major histocompatibility complex, class I, E",9606.ENSP00000365817,,
217457_s_at,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1,9606.ENSP00000340454,,
217460_at,TNP2,transition protein 2,9606.ENSP00000325738,,
217461_x_at,BTF3P12,basic transcription factor 3 pseudogene 12,,,
217462_at,MYRF,myelin regulatory factor,9606.ENSP00000278836,,
217463_s_at,MYRF,myelin regulatory factor,9606.ENSP00000278836,,
217465_at,NCKAP1,NCK associated protein 1,9606.ENSP00000354251,,
217466_x_at,RPS2,"small nucleolar RNA, H/ACA box 64///ribosomal protein S2",9606.ENSP00000341885,,
217467_at,BTF3P13,basic transcription factor 3 pseudogene 13,,,
217468_at,CYP2D6,cytochrome P450 family 2 subfamily D member 6,9606.ENSP00000496150,,
217469_at,IGH,immunoglobulin heavy locus,9606.ENSP00000478289,,
217471_at,LINC01482,long intergenic non-protein coding RNA 1482,,,
217473_x_at,SLC11A1,solute carrier family 11 member 1,9606.ENSP00000233202,,
217474_at,LINC01482,long intergenic non-protein coding RNA 1482,,,
217475_s_at,LIMK2,LIM domain kinase 2,9606.ENSP00000339916,,
217476_at,THRA,"nuclear receptor subfamily 1 group D member 1///thyroid hormone receptor, alpha",9606.ENSP00000264637,,
217477_at,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,9606.ENSP00000265382,,
217478_s_at,HLA-DMA,"major histocompatibility complex, class II, DM alpha",9606.ENSP00000363976,,
217479_at,SHISA6,shisa family member 6,9606.ENSP00000390084,,
217480_x_at,IGKV1OR2-118,immunoglobulin kappa variable 1/OR2-118 (pseudogene),,,
217481_x_at,SHISA6,shisa family member 6,9606.ENSP00000390084,,
217483_at,FOLH1,folate hydrolase (prostate-specific membrane antigen) 1,9606.ENSP00000256999,,
217484_at,CR1,complement component 3b/4b receptor 1 (Knops blood group),9606.ENSP00000356016,,
217485_x_at,PMS2P1,"PMS1 homolog 2, mismatch repair system component pseudogene 1",,,
217486_s_at,ZDHHC17,zinc finger DHHC-type containing 17,9606.ENSP00000403397,,
217487_x_at,FOLH1,folate hydrolase 1B///folate hydrolase (prostate-specific membrane antigen) 1,9606.ENSP00000256999,,
217488_x_at,PMS2P3,"PMS1 homolog 2, mismatch repair system component pseudogene 3",,,
217489_s_at,IL6R,interleukin 6 receptor,9606.ENSP00000357470,,
217491_x_at,COX7C,cytochrome c oxidase subunit 7C,9606.ENSP00000425759,,
217492_s_at,PTEN,phosphatase and tensin homolog pseudogene 1///phosphatase and tensin homolog,9606.ENSP00000361021,,
217492_s_at,PTEN,phosphatase and tensin homolog pseudogene 1///phosphatase and tensin homolog,9606.ENSP00000364204,,
217492_s_at,PTEN,phosphatase and tensin homolog pseudogene 1///phosphatase and tensin homolog,9606.ENSP00000383089,,
217492_s_at,PTEN,phosphatase and tensin homolog pseudogene 1///phosphatase and tensin homolog,9606.ENSP00000484403,,
217493_x_at,NCR2,natural cytotoxicity triggering receptor 2,9606.ENSP00000362181,,
217494_s_at,PTENP1,phosphatase and tensin homolog pseudogene 1,,,
217495_x_at,CALCA,calcitonin related polypeptide alpha,9606.ENSP00000331746,,
217496_s_at,IDE,insulin degrading enzyme,9606.ENSP00000265986,,
217497_at,TYMP,thymidine phosphorylase,9606.ENSP00000379038,,
217497_at,TYMP,thymidine phosphorylase,9606.ENSP00000444433,,
217498_at,GDF11,growth differentiation factor 11,9606.ENSP00000257868,,
217499_x_at,OR7E37P,olfactory receptor family 7 subfamily E member 37 pseudogene,,,
217500_at,TIAL1,TIA1 cytotoxic granule-associated RNA binding protein-like 1,9606.ENSP00000358089,,
217501_at,CIAO1,cytosolic iron-sulfur assembly component 1,9606.ENSP00000418287,,
217502_at,IFIT2,interferon induced protein with tetratricopeptide repeats 2,9606.ENSP00000490935,,
217503_at,STK17B,serine/threonine kinase 17b,9606.ENSP00000263955,,
217504_at,ABCA6,ATP binding cassette subfamily A member 6,9606.ENSP00000284425,,
217505_at,KLHL23,PHOSPHO2-KLHL23 readthrough///kelch like family member 23,9606.ENSP00000376419,,
217507_at,SLC11A1,solute carrier family 11 member 1,9606.ENSP00000233202,,
217508_s_at,C18orf25,chromosome 18 open reading frame 25,9606.ENSP00000481626,,
217509_x_at,GRIK5,glutamate ionotropic receptor kainate type subunit 5,9606.ENSP00000301218,,
217510_at,CRX,cone-rod homeobox,9606.ENSP00000221996,,
217511_at,KAZALD1,Kazal type serine peptidase inhibitor domain 1,9606.ENSP00000359219,,
217512_at,KNG1,kininogen 1,9606.ENSP00000493985,,
217513_at,MILR1,mast cell immunoglobulin like receptor 1,9606.ENSP00000482801,,
217514_at,ST8SIA5,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5",9606.ENSP00000445492,,
217515_s_at,CACNA1S,calcium voltage-gated channel subunit alpha1 S,9606.ENSP00000355192,,
217516_x_at,ARVCF,armadillo repeat gene deleted in velocardiofacial syndrome,9606.ENSP00000263207,,
217517_x_at,SRPK2,SRSF protein kinase 2,9606.ENSP00000377262,,
217518_at,MYOF,myoferlin,9606.ENSP00000352208,,
217520_x_at,PDCD6IPP2,uncharacterized LOC101929232///PDCD6IP pseudogene 2,,,
217521_at,HAL,histidine ammonia-lyase,9606.ENSP00000261208,,
217522_at,KCNV2,potassium voltage-gated channel modifier subfamily V member 2,9606.ENSP00000371514,,
217523_at,CD44,CD44 molecule (Indian blood group),9606.ENSP00000398632,,
217525_at,OLFML1,olfactomedin like 1,9606.ENSP00000332511,,
217526_at,NFATC2IP,nuclear factor of activated T-cells 2 interacting protein,9606.ENSP00000324792,,
217527_s_at,NFATC2IP,nuclear factor of activated T-cells 2 interacting protein,9606.ENSP00000324792,,
217528_at,CLCA2,chloride channel accessory 2,9606.ENSP00000359596,,
217529_at,ORAI2,ORAI calcium release-activated calcium modulator 2,9606.ENSP00000348752,,
217530_at,SLC34A1,solute carrier family 34 member 1,9606.ENSP00000321424,,
217533_x_at,PWWP2A,PWWP domain containing 2A,9606.ENSP00000305151,,
217534_at,FAM49B,family with sequence similarity 49 member B,9606.ENSP00000429150,,
217538_at,SGSM2,small G protein signaling modulator 2,9606.ENSP00000268989,,
217539_at,C18orf25,chromosome 18 open reading frame 25,9606.ENSP00000481626,,
217540_at,NXPE3,neurexophilin and PC-esterase domain family member 3,9606.ENSP00000273347,,
217541_x_at,ZNF816,ZNF816-ZNF321P readthrough///zinc finger protein 816,9606.ENSP00000350295,,
217542_at,MDM2,MDM2 proto-oncogene,9606.ENSP00000258149,,
217542_at,MDM2,MDM2 proto-oncogene,9606.ENSP00000303398,,
217543_s_at,MBTPS1,"membrane bound transcription factor peptidase, site 1",9606.ENSP00000344223,,
217544_at,MIR3916,microRNA 3916,,,
217545_at,MYH14,"myosin, heavy chain 14, non-muscle",9606.ENSP00000483640,,
217545_at,MYH14,"myosin, heavy chain 14, non-muscle",9606.ENSP00000493594,,
217546_at,MT1M,metallothionein 1M,9606.ENSP00000369139,,
217546_at,MT1M,metallothionein 1M,9606.ENSP00000369146,,
217547_x_at,ZNF675,zinc finger protein 675,9606.ENSP00000352836,,
217548_at,ARPIN,actin-related protein 2/3 complex inhibitor,9606.ENSP00000350075,,
217548_at,ARPIN,actin-related protein 2/3 complex inhibitor,9606.ENSP00000381377,,
217549_at,NCKAP1L,NCK associated protein 1 like,9606.ENSP00000293373,,
217550_at,ATF6,activating transcription factor 6,9606.ENSP00000356919,,
217551_at,OR7E14P,olfactory receptor family 7 subfamily E member 14 pseudogene,,,
217552_x_at,CR1,complement component 3b/4b receptor 1 (Knops blood group),9606.ENSP00000356016,,
217553_at,STEAP1B,STEAP family member 1B,9606.ENSP00000384370,,
217555_at,SMC1A,structural maintenance of chromosomes 1A,9606.ENSP00000323421,,
217556_at,CLCN4,chloride voltage-gated channel 4,9606.ENSP00000370213,,
217557_s_at,CPM,carboxypeptidase M,9606.ENSP00000339157,,
217558_at,CYP2C9,cytochrome P450 family 2 subfamily C member 9,9606.ENSP00000260682,,
217559_at,RPL10L,ribosomal protein L10 like,9606.ENSP00000298283,,
217560_at,GGA1,"golgi associated, gamma adaptin ear containing, ARF binding protein 1",9606.ENSP00000371175,,
217561_at,CALCA,calcitonin related polypeptide alpha,9606.ENSP00000331746,,
217562_at,BRINP3,BMP/retinoic acid inducible neural specific 3,9606.ENSP00000356432,,
217563_at,CLOCK,clock circadian regulator,9606.ENSP00000355319,,
217563_at,CLOCK,clock circadian regulator,9606.ENSP00000426983,,
217564_s_at,CPS1,carbamoyl-phosphate synthase 1,9606.ENSP00000402608,,
217564_s_at,CPS1,carbamoyl-phosphate synthase 1,9606.ENSP00000496625,,
217565_at,GRIA3,glutamate ionotropic receptor AMPA type subunit 3,9606.ENSP00000481554,,
217566_s_at,TGM4,transglutaminase 4,9606.ENSP00000296125,,
217567_at,TGM4,transglutaminase 4,9606.ENSP00000296125,,
217568_at,EDDM3A,epididymal protein 3A,9606.ENSP00000315098,,
217573_at,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,9606.ENSP00000293190,,
217574_at,CDH8,cadherin 8,9606.ENSP00000462701,,
217575_s_at,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2,9606.ENSP00000216373,,
217576_x_at,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2,9606.ENSP00000216373,,
217583_at,PAH,uncharacterized LOC101929036///phenylalanine hydroxylase,9606.ENSP00000367102,,
217583_at,PAH,uncharacterized LOC101929036///phenylalanine hydroxylase,9606.ENSP00000448059,,
217584_at,NPC1,NPC intracellular cholesterol transporter 1,9606.ENSP00000269228,,
217584_at,NPC1,NPC intracellular cholesterol transporter 1,9606.ENSP00000289547,,
217585_at,NEBL,nebulette,9606.ENSP00000366326,,
217588_at,CATSPER2,uncharacterized LOC101930343///cation channel sperm associated 2 pseudogene 1///cation channel sperm associated 2,9606.ENSP00000371180,,
217589_at,RAB40A,"RAB40A, member RAS oncogene family",9606.ENSP00000218249,,
217589_at,RAB40A,"RAB40A, member RAS oncogene family",9606.ENSP00000361716,,
217590_s_at,TRPA1,transient receptor potential cation channel subfamily A member 1,9606.ENSP00000262209,,
217591_at,SKIL,SKI-like proto-oncogene,9606.ENSP00000415243,,
217592_at,ZSWIM1,zinc finger SWIM-type containing 1,9606.ENSP00000361601,,
217593_at,ZSCAN18,zinc finger and SCAN domain containing 18,9606.ENSP00000470123,,
217594_at,ZCCHC11,zinc finger CCHC-type containing 11,9606.ENSP00000257177,,
217595_at,GSPT1,G1 to S phase transition 1,9606.ENSP00000398131,,
217596_at,UPF3A,UPF3 regulator of nonsense transcripts homolog A (yeast),9606.ENSP00000364448,,
217597_x_at,RAB40B,"RAB40B, member RAS oncogene family",9606.ENSP00000461785,,
217598_at,CINP,cyclin dependent kinase 2 interacting protein,9606.ENSP00000216756,,
217599_s_at,MDFIC,MyoD family inhibitor domain containing,9606.ENSP00000257724,,
217600_at,SCUBE3,"signal peptide, CUB domain and EGF like domain containing 3",9606.ENSP00000274938,,
217601_at,NUP188,nucleoporin 188,9606.ENSP00000361658,,
217602_at,PPIA,peptidyl-prolyl cis-trans isomerase A pseudogene///peptidylprolyl isomerase A,9606.ENSP00000419425,,
217603_at,ATP6V0A2,ATPase H+ transporting V0 subunit a2,9606.ENSP00000332247,,
217605_at,USP27X,"ubiquitin specific peptidase 27, X-linked",9606.ENSP00000483631,,
217607_x_at,EIF4G2,eukaryotic translation initiation factor 4 gamma 2,9606.ENSP00000433664,,
217608_at,SREK1IP1,SREK1 interacting protein 1,9606.ENSP00000427401,,
217609_at,LRRC23,ribosomal protein L13 pseudogene 5///leucine rich repeat containing 23,9606.ENSP00000390932,,
217610_at,SPDYE2,speedy/RINGO cell cycle regulator family member E2,9606.ENSP00000421686,,
217611_at,ERICH1,glutamate rich 1,9606.ENSP00000262109,,
217611_at,ERICH1,glutamate rich 1,9606.ENSP00000489774,,
217612_at,TIMM50,translocase of inner mitochondrial membrane 50,9606.ENSP00000445806,,
217613_at,TMEM144,transmembrane protein 144,9606.ENSP00000296529,,
217614_at,ARHGAP45,Rho GTPase activating protein 45,9606.ENSP00000439601,,
217618_x_at,HUS1,HUS1 checkpoint clamp component,9606.ENSP00000258774,,
217618_x_at,HUS1,HUS1 checkpoint clamp component,9606.ENSP00000370293,,
217620_s_at,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",9606.ENSP00000501150,,
217621_at,SLC6A2,solute carrier family 6 member 2,9606.ENSP00000219833,,
217622_at,RHBDD3,rhomboid domain containing 3,9606.ENSP00000216085,,
217623_at,MYLK3,myosin light chain kinase 3,9606.ENSP00000378288,,
217624_at,PDAP1,PDGFA associated protein 1,9606.ENSP00000222968,,
217625_x_at,LINC00963,long intergenic non-protein coding RNA 963,,,
217626_at,AKR1C1,aldo-keto reductase family 1 member C1,9606.ENSP00000370254,,
217627_at,ZNF573,zinc finger protein 573,9606.ENSP00000440464,,
217628_at,CLIC5,chloride intracellular channel 5,9606.ENSP00000185206,,
217628_at,CLIC5,chloride intracellular channel 5,9606.ENSP00000353959,,
217630_at,ANGEL2,angel homolog 2,9606.ENSP00000355929,,
217631_at,GTPBP4,GTP binding protein 4,9606.ENSP00000354040,,
217632_at,GNL3L,G protein nucleolar 3 like,9606.ENSP00000354091,,
217633_at,URB1,URB1 ribosome biogenesis 1 homolog (S. cerevisiae),9606.ENSP00000372199,,
217634_at,SVIL,supervillin,9606.ENSP00000348128,,
217635_s_at,POLG,"DNA polymerase gamma, catalytic subunit",9606.ENSP00000399851,,
217636_at,POLG,"DNA polymerase gamma, catalytic subunit",9606.ENSP00000399851,,
217637_at,KCNB1,potassium voltage-gated channel subfamily B member 1,9606.ENSP00000360806,,
217640_x_at,SKA1,spindle and kinetochore associated complex subunit 1,9606.ENSP00000285116,,
217641_at,GPR135,G protein-coupled receptor 135,9606.ENSP00000378548,,
217642_at,RNF40,ring finger protein 40,9606.ENSP00000325677,,
217644_s_at,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2,9606.ENSP00000216373,,
217645_at,COX16,"SYNJ2BP-COX16 readthrough///COX16, cytochrome c oxidase assembly homolog",9606.ENSP00000374562,,
217646_at,SURF1,surfeit 1,9606.ENSP00000361042,,
217647_at,DHODH,dihydroorotate dehydrogenase (quinone),9606.ENSP00000219240,,
217649_at,ZFAND5,zinc finger AN1-type containing 5,9606.ENSP00000366161,,
217650_x_at,ST3GAL2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",9606.ENSP00000377257,,
217652_at,MAU2,MAU2 sister chromatid cohesion factor,9606.ENSP00000262815,,
217654_at,CFLAR,CASP8 and FADD like apoptosis regulator,9606.ENSP00000312455,,
217655_at,LOC100127972,uncharacterized LOC100127972,,,
217658_at,THAP3,THAP domain containing 3,9606.ENSP00000054650,,
217660_at,MYH14,"myosin, heavy chain 14, non-muscle",9606.ENSP00000483640,,
217660_at,MYH14,"myosin, heavy chain 14, non-muscle",9606.ENSP00000493594,,
217661_x_at,SIX5,SIX homeobox 5,9606.ENSP00000316842,,
217663_at,ZNF234,zinc finger protein 234,9606.ENSP00000400878,,
217665_at,ZNF813,zinc finger protein 813,9606.ENSP00000379684,,
217667_at,SEC14L1P1,SEC14 like 1 pseudogene 1,,,
217668_at,LRRC75B,leucine rich repeat containing 75B,9606.ENSP00000320520,,
217669_s_at,AKAP6,A-kinase anchoring protein 6,9606.ENSP00000280979,,
217670_at,RPLP2,ribosomal protein lateral stalk subunit P2,9606.ENSP00000431240,,
217671_at,DSERG1,Down syndrome encephalopathy related protein 1,,,
217672_x_at,EIF1,eukaryotic translation initiation factor 1,9606.ENSP00000419449,,
217673_x_at,GNAS,GNAS complex locus,9606.ENSP00000360141,,
217675_at,ZBTB7C,zinc finger and BTB domain containing 7C,9606.ENSP00000468782,,
217677_at,PLEKHA2,pleckstrin homology domain containing A2,9606.ENSP00000482228,,
217678_at,SLC7A11,solute carrier family 7 member 11,9606.ENSP00000280612,,
217678_at,SLC7A11,solute carrier family 7 member 11,9606.ENSP00000333769,,
217680_x_at,RPL10,"small nucleolar RNA, H/ACA box 70///ribosomal protein L10",9606.ENSP00000309334,,
217680_x_at,RPL10,"small nucleolar RNA, H/ACA box 70///ribosomal protein L10",9606.ENSP00000413436,,
217681_at,WNT7B,Wnt family member 7B,9606.ENSP00000341032,,
217683_at,HBE1,hemoglobin subunit epsilon 1,9606.ENSP00000292896,,
217684_at,TYMS,thymidylate synthetase,9606.ENSP00000315644,,
217686_at,PTPN1,"protein tyrosine phosphatase, non-receptor type 1",9606.ENSP00000360683,,
217687_at,ADCY2,adenylate cyclase 2,9606.ENSP00000342952,,
217689_at,PTPN1,"protein tyrosine phosphatase, non-receptor type 1",9606.ENSP00000360683,,
217690_at,ENOSF1,enolase superfamily member 1,9606.ENSP00000497230,,
217691_x_at,SLC16A3,microRNA 6787///solute carrier family 16 member 3,9606.ENSP00000463978,,
217692_at,MAGOH2P,"mago homolog 2, pseudogene",,,
217693_x_at,MAGOH2P,"mago homolog 2, pseudogene",,,
217696_at,FUT7,fucosyltransferase 7,9606.ENSP00000318142,,
217700_at,CNPY4,canopy FGF signaling regulator 4,9606.ENSP00000262932,,
217702_at,IL27RA,interleukin 27 receptor subunit alpha,9606.ENSP00000263379,,
217705_at,PRKD1,protein kinase D1,9606.ENSP00000390535,,
217707_x_at,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",9606.ENSP00000371638,,
217710_x_at,ITPK1,inositol-tetrakisphosphate 1-kinase,9606.ENSP00000267615,,
217711_at,TEK,TEK receptor tyrosine kinase,9606.ENSP00000369375,,
217714_x_at,STMN1,microRNA 3917///stathmin 1,9606.ENSP00000410452,,
217716_s_at,SEC61A1,Sec61 translocon alpha 1 subunit,9606.ENSP00000243253,,
217717_s_at,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta,9606.ENSP00000361930,,
217718_s_at,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta,9606.ENSP00000361930,,
217719_at,EIF3L,eukaryotic translation initiation factor 3 subunit L,9606.ENSP00000499067,,
217720_at,CHCHD2,coiled-coil-helix-coiled-coil-helix domain containing 2,9606.ENSP00000378812,,
217721_at,SEPT7,septin 7,9606.ENSP00000413507,,
217722_s_at,NGRN,"neugrin, neurite outgrowth associated",9606.ENSP00000368389,,
217723_x_at,RPS12,ribosomal protein S12,9606.ENSP00000230050,,
217723_x_at,RPS12,ribosomal protein S12,9606.ENSP00000384952,,
217724_at,SERBP1,SERPINE1 mRNA binding protein 1,9606.ENSP00000360034,,
217725_x_at,SERBP1,SERPINE1 mRNA binding protein 1,9606.ENSP00000360034,,
217726_at,COPZ1,coatomer protein complex subunit zeta 1,9606.ENSP00000449270,,
217727_x_at,VPS35,VPS35 retromer complex component,9606.ENSP00000251143,,
217727_x_at,VPS35,VPS35 retromer complex component,9606.ENSP00000299138,,
217728_at,S100A6,S100 calcium binding protein A6,9606.ENSP00000357709,,
217729_s_at,AES,amino-terminal enhancer of split,9606.ENSP00000221561,,
217730_at,TMBIM1,microRNA 6513///transmembrane BAX inhibitor motif containing 1,9606.ENSP00000409738,,
217731_s_at,ITM2B,integral membrane protein 2B,9606.ENSP00000497221,,
217732_s_at,ITM2B,integral membrane protein 2B,9606.ENSP00000497221,,
